"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country"
"text1229",2,0.00227272727272727,9.06785148696868,0.0737956996004883,"text122","text122","Program","Venezuela"
"text1287",2,0.00227272727272727,9.06785148696868,0.0737956996004883,"text128","text128","Program","Venezuela"
"text1328",2,0.00224215246636771,4.25126802518065,0.07474558261809,"text132","text132","Program","Venezuela"
"text1377",2,0.00222222222222222,3.26663944182999,0.0712075701278617,"text137","text137","Program","Venezuela"
"text1397",2,0.00224215246636771,4.25126802518065,0.07474558261809,"text139","text139","Program","Venezuela"
"text1407",2,0.00222222222222222,1.71173575569459,0.0741481913152046,"text140","text140","Program","Venezuela"
"text1437",2,0.00222222222222222,1.71173575569459,0.0741481913152046,"text143","text143","Program","Venezuela"
"text1447",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text144","text144","Program","Venezuela"
"text1467",2,0.00222222222222222,3.26663944182999,0.0712075701278617,"text146","text146","Program","Venezuela"
"text1496",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text149","text149","Program","Venezuela"
"text1527",2,0.00224215246636771,4.25126802518065,0.07474558261809,"text152","text152","Program","Venezuela"
"text1556",2,0.00224215246636771,4.25126802518065,0.07474558261809,"text155","text155","Program","Venezuela"
"text1906",2,0.00158227848101266,0.64165525556996,0.0575680715505089,"text190","text190","Program","Venezuela"
"text19110",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text191","text191","Program","Venezuela"
"text1946",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text194","text194","Program","Venezuela"
"text1966",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text196","text196","Program","Venezuela"
"text1976",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text197","text197","Program","Venezuela"
"text2006",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text200","text200","Program","Venezuela"
"text2028",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text202","text202","Program","Venezuela"
"text2036",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text203","text203","Program","Venezuela"
"text2056",2,0.00225225225225225,3.63620392105385,0.0789855987008042,"text205","text205","Program","Venezuela"
"text1139",1,0.00220264317180617,0,0.0479853986406091,"text1","text1","Program","Venezuela"
"text1827",1,0.00220264317180617,0,0.0479853986406091,"text18","text18","Program","Venezuela"
"text2320",1,0.00220264317180617,0,0.0479853986406091,"text23","text23","Program","Venezuela"
"text2420",1,0.00220264317180617,0,0.0479853986406091,"text24","text24","Program","Venezuela"
"text3020",1,0.00220264317180617,0,0.0479853986406091,"text30","text30","Program","Venezuela"
"text3124",1,0.00220264317180617,0,0.0479853986406091,"text31","text31","Program","Venezuela"
"text3720",1,0.00220264317180617,0,0.0479853986406091,"text37","text37","Program","Venezuela"
"text3820",1,0.00220264317180617,0,0.0479853986406091,"text38","text38","Program","Venezuela"
"text4220",1,0.00220264317180617,0,0.0479853986406091,"text42","text42","Program","Venezuela"
"text4320",1,0.00220264317180617,0,0.0479853986406091,"text43","text43","Program","Venezuela"
"text4920",1,0.00154320987654321,0,0.0310002000601951,"text49","text49","Program","Venezuela"
"text5419",1,0.00144092219020173,0,0.0265678714903138,"text54","text54","Program","Venezuela"
"text5618",1,0.00146627565982405,0,0.0267601839774809,"text56","text56","Program","Venezuela"
"text5718",1,0.00139275766016713,0,0.0232221714872526,"text57","text57","Program","Venezuela"
"text6218",1,0.00220264317180617,0,0.0479853986406091,"text62","text62","Program","Venezuela"
"text7118",1,0.00220264317180617,0,0.0479853986406091,"text71","text71","Program","Venezuela"
"text7218",1,0.00220264317180617,0,0.0479853986406091,"text72","text72","Program","Venezuela"
"text7617",1,0.00220264317180617,0,0.0479853986406091,"text76","text76","Program","Venezuela"
"text7817",1,0.00220264317180617,0,0.0479853986406091,"text78","text78","Program","Venezuela"
"text7917",1,0.00220264317180617,0,0.0479853986406091,"text79","text79","Program","Venezuela"
"text8217",1,0.00220264317180617,0,0.0479853986406091,"text82","text82","Program","Venezuela"
"text8517",1,0.00220264317180617,0,0.0479853986406091,"text85","text85","Program","Venezuela"
"text8717",1,0.00220264317180617,0,0.0479853986406091,"text87","text87","Program","Venezuela"
"text8917",1,0.00220264317180617,0,0.0479853986406091,"text89","text89","Program","Venezuela"
"text9017",1,0.00220264317180617,0,0.0479853986406091,"text90","text90","Program","Venezuela"
"text1058",1,0.00220264317180617,0,0.0479853986406091,"text105","text105","Program","Venezuela"
"text1078",1,0.00220264317180617,0,0.0479853986406091,"text107","text107","Program","Venezuela"
"text11112",1,0.00146198830409357,0,0.0258103009598792,"text111","text111","Program","Venezuela"
"text1178",1,0.00220264317180617,0,0.0479853986406091,"text117","text117","Program","Venezuela"
"text1188",1,0.00220264317180617,0,0.0479853986406091,"text118","text118","Program","Venezuela"
"text12111",1,0.00220264317180617,0,0.0479853986406091,"text121","text121","Program","Venezuela"
"text1247",1,0.00146198830409357,0,0.0258103009598792,"text124","text124","Program","Venezuela"
"text1257",1,0.00146198830409357,0,0.0258103009598792,"text125","text125","Program","Venezuela"
"text1267",1,0.00146198830409357,0,0.0258103009598792,"text126","text126","Program","Venezuela"
"text1297",1,0.00220264317180617,0,0.0479853986406091,"text129","text129","Program","Venezuela"
"text1307",1,0.00146627565982405,0,0.0267601839774809,"text130","text130","Program","Venezuela"
"text1337",1,0.00220264317180617,0,0.0479853986406091,"text133","text133","Program","Venezuela"
"text1387",1,0.00220264317180617,0,0.0479853986406091,"text138","text138","Program","Venezuela"
"text14111",1,0.00220264317180617,0,0.0479853986406091,"text141","text141","Program","Venezuela"
